page,text
121,ARMADA PD ARMADA MACOME vs022000 BLACHAN TOWNSHP POLICE JACKSON JACKSON i3889000
121,ATLAS TOWNSHIP PD ATLAS GENESEE wl2622100 BLISSFIELD PD BLISSFIELD LENAWEE 4414626000
121,AUBURN PD AUBURN BAY miog22300 “MSP POST 44 BLISSFIELD N/A 14604400
121,AUGUSTA PD AUGUSTA KALAMAZOO 3922600 BLOOMFIELD HILLS PD BLOOMFIELD HILLS OAKLAND Mi6326100
121,BAD AXE PD BAD AXE HURON wiS222600 BLOOMFIELD TWP. PD BLOOMFIELD HILLS OAKLAND i6326200
121,“SHERIFF BAD AXE HURON wi8213200 BOYNE CITY PD BOYNE CITY CHARLEVOIX —_MI1826400
121,"""MEP POST 39 BAD AXE N/A Mi8203300 BRANDON TOWNSHIP PD ORTONVILLE OAKLAND Ml6363800"
121,BANCROFT PO BANCROFT SHIAWASSEE = Mi7822000 BRANT TOWNSHIP PD BRANT SAGINAW MI7326500
121,BANGOR PD BANGOR VAN BUREN = 18023100 BRECKENRIDGE PD BRECKENRIDGE GRATIOT wl2926600
121,BARAGA PD BARAGA BARAGA Mi0723200 BREEDSVILLE PD BREEDSVILLE VAN BUREN _-MI8026700
121,"""KEWEENAW BAY TRIBAL PD BARAGA BARAGA MIQ760500 BRIDGEPORT TWP PD BRIDGEPORT SAGINAW MI7386300"
121,"“MICH, DEPT. OF NATURAL BARAGA N/A Mlo798100 ."
121,RESOURGES DIST. sRIDGMAN PO. SRDGMAN SERAIEN —Mizo00
121,BARRY TOWNSHIP PD DELTON BARRY mio823400
121,BRIGHTON POLICE DEPARTMEN BRIGHTON LIVINGSTON ——_—Mid726900
121,BATH TWP. PD BATH CLINTON wi1923600 .
121,“DEWITT TWP. PD BATH CLINTON Mi1985700 MSP POST 12 BRIGHTON NIA Mi4701200
121,BATTLE CREEK PD BATTLE CREEK CALHOUN Mi1323700 BRITTON PO BRITTON LENAWEE wi4627100
121,BATTLE CREEK TWP. PD BATTLE CREEK CALHOUN Mi1323800 BRONSON PO BRONSON BRANCH w1227200
121,*EMMET TWP. PD BATTLE CREEK CALHOUN Mi1337900 BROOKLYN PD BROOKLYN JACKSON Wi8827300
121,*PENNFIELD TWP. PD BATTLE CREEK CALHOUN wi1965500 BROWN GIFY PO BROWN CITY SANILAG wi76e7400
121,; BUCHANAN PD BUCHANAN BERRIEN Mit 127600
121,"""SPRINGFIELD PD BATTLE CREEK CALHOUN Mi1375700 BUENA VISTA TWP. PD CARROLLTON SAGINAW MI7385600"
121,MSP POST 46 BATTLE GREEK N/A Mi1304600 BURR OAK PD BURR OAK ST. JOSEPH —_-MI7527900
121,BAY CITY PD BAY CITY BAY Mid9z3800 BURTON TWP PD FLINT GENESEE Mi2583900
121,“DELTA COLLEGE PD BAY CITY BAY winee@200 *TAYMOUTH TOWNSHIP PD BURT SAGINAW MI7387900
121,“SHERIFF BAY CITY BAY Mi0910900 BYRON PD BYRON SHIAWASSEE _MI7828000
121,ee uARrEne BAY CITY N/A Mi0903000 CADILLAC PD CADILLAC WEXFORD Mi8326100
121,"“MICH, DEPT. OF NATURAL CADILLAC N/A mi998600"
121,"""MSP POST 31 BAY CITY N/A miogo3100 RESOURCES DIST #6"
121,BEAVERTON PD BEAVERTON GLADWIN mi2624200 “MSP POST 78 CADILLAC wa viea07600
121,BEDFORD TWP. PD BEDFORD CALHOUN Mi1324300 «SHERIFF CADILLAC WEXFORD ia31300
121,BELDING PD BELDING tONIA mi3424400 CALUMET PD CALUMET HOUGHTON ——Mi3128400 @
121,BELLAIRE PD BELLAIRE ANTRIM M10524500 *MSP POST 90 CALUMET N/A Mi3109000
121,*SHERIFF BELLAIRE ANTRIM M0510500 CAMP DEARBORN POLICE MILFORD OAKLAND Ml6328500
121,BELLEVILLE PD BELLEVILLE WAYNE wis224600 DEPARTMENT
121,1-114
121,3-77
122,LAW ENFORCEMENT AGENCIES MICHIGAN
122,@ AGENCY ADDRESS COUNTY ORI AGENCY ADDRESS COUNTY OR!
122,CAPAC PD CAPAC ST. CLAIR 17428600 COPPER CITY PD COPPER CITY HOUGHTON MI3133200
122,CAPITAL REGION AIRPORT LANSING CLINTON MI19B9100 CORUNNA PD CORUNNA SHIAWASSEE —-MI7833500
122,AUTHORITY *SHERIFF CORUNNA SHIAWASSEE —-MI7817800
122,CARLETON PD CARLETON MONROE MI5828700 COUNTY COMMUNICATIONS FLINT GENESEE Mi2519100
122,CARO PD CARO TUSCOLA wl7929000 CENTER
122,*MSP POST 039 CARO N/A MI7903900 COVERT TWP PD SOUTH HAVEN VAN BUREN MI8087300
122,*SHERIFF CARO TUSCOLA MI7917900 CROSWELL PD CROSWELL SANILAC MI7633600
122,CARROLLTON TWP. PD CARROLLTON SAGINAW MI7328800 CRYSTAL FALLS PD CRYSTAL FALLS IRON MI3633800
122,‘ *BUENA VISTA TWP. PD CARROLLTON SAGINAW MI7385600 *SHERIFF CRYSTAL FALLS IRON Mi3613600
122,CARSON CITY PD CARSON CITY MONTCALM M15929100 *MICH. DEPT. OF NATURAL CRYSTAL FALLS N/A MI3698200
122,CARSONVILLE PD CARSONVILLE SANILAC 17629200 RESOURCES DIST. #2
122,CASCO TOWNSHIP PD SOUTH HAVEN ALLEGAN ml0389300 DALTON TOWNSHIP PD NORTH MUSKEGON MUSKEGON Mi6134000
122,CASEVILLE PD CASEVILLE HURON MI3229300 DAVISON PD DAVISON GENESEE Mi2534200
122,CASPIAN PD CASPIAN IRON MI3629500 DAVISON TWP. PD DAVISON GENESEE Mi2586000
122,CASS CITY PD CASS CITY TUSCOLA MI7929600 *RICHFIELD TWP. PD DAVISON GENESEE Mi2586900
122,CASSOPOLIS PD CASSOPOLIS CASS Ml1429700 DE WITT PD DE WITT CLINTON MH1935000
122,*SHERIFE CASSOPOLIS CASS Mit411400 DEARBORN HEIGHTS PO DEARBORN HEIGHTS WAYNE Mi8234400
122,CEDAR SPRINGS PD CEDAR SPRINGS KENT Mi4130000 DEARBORN PD DEARBORN WAYNE Mi8234300
122,CEMENT CITY PD CEMENT CITY LENAWEE Ml4630200 DECATUR PD DECATUR VAN BUREN MI8034500
122,CENTER LINE PD CENTER LINE MACOMB MI5030300 DECKERVILLE PD DECKERVILLE SANILAC MI7634600
122,CENTRAL MICHIGAN MT. PLEASANT ISABELLA MI3787000 DEERFIELD PD DEERFIELD LENAWEE Mi4634700
122,UNIVERSITY PD DELTA COLLEGE PD BAY CITY BAY Mi0988200
122,"*SHERIFF CENTREVILLE ST. JOSEPH MI7517500 ""BARRY TOWNSHIP PD DELTON BARRY wiog23400"
122,CHARLEVOIX PD CHARLEVOIX CHARLEVOIX MI1530600 *PRAIRIEVILLE TOWNSHIP PD DELTON BARRY Mi0868500
122,*SHERIFF CHARLEVOIX CHARLEVOIX —- MI1511500 DEPT OF LICENSING AND LANSING WA wig397200
122,CHARLOTTE PD CHARLOTTE EATON 12330700 REGDIVERSION INVEST UNIT
122,© *SHERIFF CHARLOTTE EATON MI2312300 DETROIT PD DETROIT NWA MIDPDP300
122,CHEBOYGAN PD CHEBOYGAN CHEBOYGAN Mi1630900 DETROIT PD DETROIT N/A MIDPDP700
122,*SHERIFF CHEBOYGAN CHEBOYGAN MI1611600 DETROIT PD DETROIT NYA MIDPDP600
122,*MSP POST 72 CHEBOYGAN N/A MI1607200 DETROIT PD DETROIT NA MIDPDPBOO
122,CHELSEA PD CHELSEA WASHTENAW ——-MI8131000 DETROIT PD DETROIT N/A MIDPDPS00
122,CHESANING PD CHESANING SAGINAW MI7331100 DETROIT PD DETROIT NA MDPDPCOO
122,CHESANING TWP PD CHESANING SAGINAW MI7387200 DETROIT PD DETROIT NA wIDPD0000
122,CHIKAMING TOWNSHIP PD LAKESIDE BERRIEN MI1187100 DETROT PD DETROIT N/A WIDPOP400
122,CHINA TOWNSHIP PD MARINE CITY ST. CLAIR MI7487400 DETROIT PD DETROIT N/A wiDPOPAOO
122,CHOCOLAY TWP PD MARQUETTE MARQUETTE Mi5231200 DETROIT PD DETROIT NA WIOPDPDOO
122,CLARE FD CLARE CLARE MI1831300 DETROIT PD DETROIT N/A MIDPDP900
122,“COLUMBIA TOWNSHIP PD == CLARKLAKE JACKSON MI3832600 DETROIT PD DETROIT N/A wloPDP800
122,INDEPENDENCE TOWNSHIP CLARKSTON OAKLAND Mi6331400 DETROIT PD DETROIT NIA wloPDP200
122,CLAWSON PD CLAWSON OAKLAND 16331600 DETROIT PD DETROIT N/A MIDPDPOOO
122,CLAY TWP. PD ALGONAG ST. CLAIR MI7486700 DETROIT PD DETROIT NIA MIDPDPE00
122,CLIFFORD PD CLIFFORD LAPEER Mi4431800 DETROIT PD DETROIT NYA MIDPDPF00
122,CLIMAX PD CLIMAX KALAMAZOO —MI3931900 DETROIT PD DETROIT N/A MIDPDP 100
122,CLINTON PD CLINTON LENAWEE Mi4632000 DETROIT PD DETROIT WAYNE Mi8234900
122,CLINTON TWP. PD MOUNT CLEMENS MACOMB Wi5084900 ae falda POLICE DETROIT N/A MI8297500
122,"""MSP POST 42 CLINTON NIA Mi4604200 *MSP DETROIT FREEWAY DETROIT N/A MI8202900"
122,CLIO PD CLIO GENESEE Ml2532100 PATROPOST
122,“VIENNA TWP. PD CLIO GENESEE Mi2565900 ‘WANYE STATE UNIVERSITY DETROIT N/A Wi8288000
122,COLDWATER PD COLDWATER BRANCH MN1232200 PD
122,*SHERIFF COLDWATER BRANCH 11211200 “MERCY COLLEGE PD DETROIT WAYNE MI8288400
122,COLEMAN PD COLEMAN MIDLAND MI5632300 *REDFORD TWP. PD DETROIT WAYNE MI8269300
122,COLOMA PD COLOMA BERRIEN MI1 132400 *SHERIFF DETROIT WAYNE MI8218200
122,COLOMA TWP. PD GOLOMA BERRIEN MI1185300 DEWITT TWP. PD BATH CLINTON Mi1985700
122,COLON PD COLON ST. JOSEPH MI7532500 DEXTER PD DEXTER WASHTENAW —-MI8135100
122,COLUMBIA TOWNSHIP PD CLARKLAKE JACKSON MI3832600 *HUDSON MILLS METRO PARK DEXTER WASHTENAW —-MI8186600
122,CONSTANTINE PD CONSTANTINE ST. JOSEPH MI7532900 PD
122,COOPERSVILLE PD COOPERSVILLE OTTAWA M17033000 DIMONDALE PD DIMONDALE EATON MI2335200
122,1-115
122,3-77
123,LAW ENFORCEMENT AGENCIES MICHIGAN
123,AGENCY ADDRESS COUNTY ORI AGENCY ADDRESS COUNTY ORI ©
123,DOUGLAS PD DOUGLAS ALLEGAN MI0335300 *MSP POST 35 FLINT NIA Mi2503500
123,DOWAGIAC PD DOWAGIAC CASS Mi1495400 FLUSHING PD FLUSHING GENESEE 12540000
123,DRYDEN PD DRYDEN LAPEER 14435600 FORSYTH TWP. PD GWINN MARQUETTE Mi5284100
123,DUNDEE PD DUNDEE MONROE MI5835700 FOWLER PD FOWLER CLINTON MI1940400
123,DURAND PD DURAND SHIAWASSEE —-MI7835800 FOWLERVILLE PD FOWLERVILLE LIVINGSTON Mi4740500
123,EAST DETROIT PD EAST DETROIT MACOMB Mi5036000 FRANKENMUTH PD FRANKENMUTH SAGINAW MI7340600
123,EAST GRAND RAPIDS PD EAST GRAND RAPIDS —- KENT Mi4136100 FRANKFORT PD FRANKFORT BENZIE Mi1040700
123,EAST JORDAN PD EAST JORDAN CHARLEVOIX ——- MI1536200 FRANKLIN PD FRANKLIN OAKLAND MI6340800
123,EAST LANSING PD EAST LANSING INGHAM MI3336400 FRASER PD FRASER MACOMB mi5040900
123,"“MICH, DEPT. OF NATURAL EAST LANSING N/A Mi3399000 FREEPORT PD FREEPORT BARRY Mi0841000"
123,RESOURCES DIST. #10 FREMONT PD FREMONT NEWAYGO Ml6284200
123,*MICHIGAN STATE UNIVERSITY EAST LANSING N/A MI3358100 FROST TOWNSHIP PD HARRISON CLARE MI1841100
123,PD FRUITPORT PD FRUITPORT MUSKEGON M16141200
123,*MICHIGAN STATE POLICE © EAST LANSING N/A misge0400 GAASTRA PD GAASTRA IRON wige41400
123,FIRE MARSHAL DIVISION GAGETOWN PD GAGETOWN TUSCOLA MI7941500
123,"""MSP INTELLIGENCE DIVISION EAST LANSING N/A Mi3300700 GAINES PD GAINES GENESEE wi2541600"
123,MSP HEADQUARTERS EAST LANSING N/A MI3300100 GALESBURG PD GALESBURG KALAMAZOO —MI3041700
123,EAST MICH. UNIV. PD YPSILANTI WASHTENAW —-MI8136600 GARDEN CITY PD GARDEN CITY WAYNE w7ig242000
123,EAST TAWAS PD EAST TAWAS 10800 MI3536500 GARFIELD TOWNSHIP PD FIFE LAKE KALKASKA Mi4089200
123,*SHERIFF EAST TAWAS 10860 MI3512500 GAYLORD PD GAYLORD OTSEGO wi6942100
123,"*MSP POST 32 EAST TAWAS N/A MI3603200 *MICH, DEPT. OF NATURAL GAYLORD N/A mig998500"
123,EAU CLAIRE PD EAU CLAIRE BERRIEN MI1136800 RESOURCES DIST. #5
123,ECORSE PD ECORSE WAYNE Mi8237000 *MSP POST 73 GAYLORD N/A M16907300
123,EDMORE PD EDMORE MONTCALM Mi5937100 *SHERIFF GAYLORD OTSEGO MI6916900
123,EGELSTON TWP. PD MUSKEGON MUSKEGON MI6137300 GENESEE TWP. PD GENESEE GENESEE M12542200
123,ELBERTA PD ELBERTA BENZIE Mi1037400 GIBRALTAR PD GIBRALTAR WAYNE Mi8242300 ©
123,ELK RAPIDS PD ELK RAPIDS ANTRIM MI0537500 GLADSTONE PD GLADSTONE DELTA Mi2142400
123,"ELKTON PD ELKTON HURON MI3237600 ""MSP POST 85 GLADSTONE N/A MI2108500"
123,ELSIE PD ELSIE CLINTON Ml1937800 GLADWIN PD GLADWIN GLADWIN Ml2642500
123,"EMMET TWP. PD BATTLE CREEK CALHOUN MI1937900 ""SHERIFF GLADWIN GLADWIN MI2612600"
123,"EMPIRE PD EMPIRE LEELANAU Mi4538000 *MICH, DEPT. OF NATURAL GLADWIN N/A Mi2698800"
123,ERIE TOWNSHIP PO ERIE MONROE Mi5838100 RESOURCES DIST. #8
123,*MSP POST 28 ERIE N/A Mi5802800 GOBLES PD GOBLES VAN BUREN Mi8042800
123,ESCANABA PD ESCANABA DELTA M12138200 GOODRICH PD GOODRICH GENESEE Mi2542900
123,*SHERIFF ESCANABA DELTA Mi2142100 GRAND BEACH PD NEW BUFFALO BERRIEN Mi1143000
123,*MICH. DEPT. OF NATURAL — ESCANABA N/A Mi2198300 GRAND BLANC PD GRAND BLANC GENESEE Mi2543100
123,RESOURCES DIST. #3 GRAND BLANC TWP. PD GRAND BLANC GENESEE Mi2585200
123,ESSEXVILLE PD ESSEXVILLE BAY M10938300 GRAND HAVEN PD GRAND HAVEN OTTAWA mi7043200
123,ESTRAL BEACH PD NEWPORT MONROE mi5838400 *MSP POST 64 GRAND HAVEN N/A M17006400
123,EVART PD EVART OSCEOLA MI6738500 *SHERIFF GRAND HAVEN OTTAWA Mi7017000
123,FAIRGROVE PD FAIRGROVE TUSCOLA MI7938600 GRAND LEDGE PD GRAND LEDGE EATON Mi2343500
123,FARMINGTON HILLS PD FARMINGTON OAKLAND 16338900 GRAND RAPIDS PD GRAND RAPIDS KENT MI4149600
123,FARMINGTON PD FARMINGTON OAKLAND MI6338800 *KENTWOOD PD GRAND RAPIDS KENT Mi4185000
123,FARWELL PD FARWELL CLARE Mi1839000 *SHERIFE GRAND RAPIDS KENT Mi4114100
123,FENNVILLE PD FENNVILLE ALLEGAN Ml0339200 *WALKER PD GRAND RAPIDS KENT Mi4180200
123,"FENTON PD FENTON GENESEE M12539300 *MICH, DEPT. OF NATURAL GRAND RAPIDS N/A Mi4198900"
123,FERNDALE PD FERNDALE OAKLAND MI6339400 RESOURCES. DIST. #9
123,*ROYAL OAK TWP. PD FERNDALE OAKLAND MI6371500 GRAND VALLEY STATE COLLEG ALLENDALE OTTAWA MI7088300
123,FERRIS STATE COLLEGE PD —BIG RAPIDS N/A MI5486400 GRANDVILLE PD GRANDVILLE KENT Mi4143700
123,FERRYSBURG PD FERRYSBURG OTTAWA Mi7039500 GRANT PD GRANT NEWAYGO Mi6243800
123,FLAT ROCK PD FLAT ROCK WAYNE Mi8239700 GRASS LAKE PD GRASS LAKE JACKSON MI3843900
123,*MSP POST 25 FLAT ROCK N/A MI8202500 GRAYLING PD GRAYLING CRAWFORD Mi2044000
123,FLINT PD FLINT GENESEE Ml2539800 *SHERIFF GRAYLING CRAWFORD 12012000
123,FLINT TOWNSHIP PD FLINT GENESEE Mi2539900 GREEN OAK TWP. PD SOUTH LYON LIVINGSTON M14786500
123,*BURTON TWP PD FLINT GENESEE Ml2583900 GREENVILLE PD GREENVILLE MONTCALM Mi5944200 ©
123,*COUNTY COMMUNICATIONS — FLINT GENESEE MI2519100 GROSSE ILE TWP. PD GROSSE ILE WAYNE 18244500
123,CENTER GROSSE POINTE FARMS PD = GROSSE PTE. FARMS = WAYNE MI8244700
123,"*SHERIFF FLINT GENESEE MI2512500 GROSSE POINTE PARK PD GROSSE PTE, PARK WAYNE Mi8244800"
123,. 1~116
123,3-77
124,LAW ENFORCEMENT AGENCIES MICHIGAN
124,td) AGENCY ADDRESS COUNTY ort AGENCY ADDRESS COUNTY OR!
124,GROSSE POINTE PD GROSSE POINTE WAYNE wlg244600 *SHERIFE IONIA IONIA Mi3413400
124,GROSSE POINTE SHORES PD GROSSE PTE. SHORES + WAYNE 18244900 *MSP POST 13 IONIA N/A MI3401300
124,GROSSE POINTE WOODS PD GROSSE PTE. WOODS ~~ WAYNE mis245000 IRA TWP PD FAIR HAVEN ST. CLAIR MI7487500
124,HADLEY TOWNSHIP PD HADLEY LAPEER Mi4445200 (RON MOUNTAIN PD IRON MOUNTAIN DICKINSON mi2249200
124,HAMTRAMCK PD HAMTRAMCK WAYNE Mi8245300 *SHERIFF IRON MOUNTAIN DICKINSON Ml2212200
124,HANCOCK PD HANCOCK HOUGHTON MI3145400 *MSP POST 86° IRON MOUNTAIN N/A Ml2208600
124,HANOVER PD HANOVER JACKSON MI3B45500 IRON RIVER PD IRON RIVER IRON MI3649300
124,HARBOR BEACH PD HARBOR BEACH HURON MI3245600 *MSP POST 92 IRON RIVER N/A MI3609200
124,HARBOR SPRINGS PD HARBOR SPRINGS EMMET Mi2445700 IRONWOOD PD IRONWOOD GOGEBIC Mi2749400
124,HARPER WOODS PD HARPER WOODS WAYNE Mi8245800 ISHPEMING PD ISHPEMING MARQUETTE _MI5249500
124,HARRISON PD HARRISON CLARE Mi1846000 ITHACA PD ITHACA GRATIOT mi2949600
124,*FROST TOWNSHIP PD HARRISON CLARE 11841100 *SHERIFF ITHACA GRATIOT Ml2912900
124,*HAYES TOWNSHIP PD HARRISON CLARE MI1889500 *MSP POST 14 ITHACA N/A wi2901400
124,“SHERIFF HARRISON CLARE Ml1614800 JACKSON COUNTY EMERGENCY JACKSON JACKSON MI3819200
124,HARRISVILLE PD HARRISVILLE ALCONA Mi0146100 DISPATCH
124,*SHERIFF HARRISVILLE ALCONA MlO110100 JACKSON PD JACKSON JACKSON MI3849700
124,HART PD HART OCEANA Ml6446200 JACKSON PRISON JACKSON N/A MI3897600
124,HARTEORD PD HARTFORD VAN BUREN Mi8046300 “BLACKMAN TOWNSHIP JACKSON JACKSON MI3689000
124,*MSP POST 66 HART N/A Ml6406600 POLICE DEPARTMENT
124,*SHERIFF HART OCEANA MI6416400 *SHERIFF JACKSON JACKSON MI3813800
124,HASTINGS PD HASTINGS BARRY Ml0846400 *SUMMIT TOWNSHIP PD JACKSON JACKSON M13876900
124,*SHERIFF HASTINGS BARRY M10810800 *MICH. DEPT. OF NATURAL JACKSON N/A Mi3889300
124,HAYES TOWNSHIP PD HARRISON CLARE Mi1889500 RESOURCES DIST. #13
124,"HAZEL PARK PD HAZEL PARK OAKLAND mi6346500 “MSP, 4TH DISTRICT JACKSON N/A Mi3804000"
124,HELENA TOWNSHIP PD ALDEN ANTRIM Mi0846700 HEADQUARTERS
124,© HESPERIA PD HESPERIA OCEANA Ml6446900 “MSP POST 41 JACKSON N/A MI3804100
124,HIGHLAND PARK PD HIGHLAND PARK WAYNE Mi8247100 JONESVILLE PO JONESVILLE HILLEDALE MI3049800
124,HILL TOWNSHIP PD LUPTON OGEMAN 16547200 “MSP POST 45 JONESVILLE N/A wI3004500
124,HILLSDALE PD HILLSDALE HILLSDALE —-—-MI9047300 KALAMAZOO PD KALAMAZOO KALAMAZOO 13949900
124,“SHERIFF HILLSDALE HRLSDALE wi3013000 KALAMAZOO TOWNSHIP PD © KALAMAZOO KALAMAZOO —-MI3950000
124,HOLLAND PD HOLLAND OTTAWA wi7047400 *RICHLAND PD KALAMAZOO KALAMAZOO —s-MI3969800
124,HOLLY PD HOLLY OAKLAND 4416347500 *SHERIFF KALAMAZOO KALAMAZOO —- 13913900
124,HOMER PD HOMER CALHOUN wit347600 *WESTERN MICHIGAN KALAMAZOO KALAMAZOO —Ss- 13988100
124,UNIVERSITY PD
124,*MICHIGAN TECHNOLOGICAL HOUGHTON HOUGHTON wisiaesoo «=f en KALKASKA KALKASKA wi4014000
124,UNIVERSITY PD KEEGO HARBOR PD KEEGO HARBOR OAKLAND MI6350300
124,“SHERIFF HOUGHTON HOUGHTON wiat13100 KENSINGTON METRO PARK PD MILFORD OAKLAND MI6350400
124,HOWARD CITY PD HOWARD CITY MONTCALM ——-Mi6948100 KENTWOOD PD GRAND RAPIDS KENT Wi4185000
124,HOWARD TWP. PD NILES CASS wi1495000 KEWEENAW BAY TRIBAL PD BARAGA BARAGA Mi0750500
124,- HOWELL PD HOWELL LIVINGSTON ——_Mi4748200 KINDE PD KINDE HURON Mi3250600
124,| “SHERIFF HOWELL LIVINGSTON wid714700 KINGSFORD PD KINGSFORD DICKINSON Mi2260700
124,HUBBARDSTON PD HUBBARDSTON CLINTON Mi1948300 LANSE PD LANSE BARAGA M10751800
124,HUDSON MILLS METRO PARK DEXTER WASHTENAW —-MI8186600 “SHERIFF VANSE BARAGA Wi0710700
124,PD *MSP POST 88 ANSE N/A Mi0708800
124,HUDSON PD HUDSON LENAWEE Mi4648500 LAINGSBURG PD LAINGSBURG SHIAWASSEE —-MI7851000
124,*WHEATLAND TOWNSHIP PO HUDSON HILLSDALE Mig0B9800 LAKE ANGELUS PD LAKE ANGELUS OAKLAND MI6351100
124,HUDSONVILLE PD HUDSONVILLE OTTAWA Mi7048600 *SHERIFF LAKE CITY MISSAUKEE MI5715700
124,HUNTINGTON WOODS PD HUNTINGTON WOODS OAKLAND MI6348700 LAKE LINDEN PD LAKE LINDEN HOUGHTON MI3151400
124,HURON TWP. PD NEW BOSTON WAYNE 418286200 LAKE ODESSA PD LAKE ODESSA IONIA MI3451500
124,IMLAY CITY PD IMLAY CITY LAPEER Mi4448800 LAKE ORION PD LAKE ORION OAKLAND MI635 1600
124,*MICH. DEPT. OF NATURAL IMLAY CITY N/A Mi4499100 *CHIKAMING TOWNSHIP PD LAKESIDE BERRIEN MH187100
124,RESOURCES DIST. #11 LAKEVIEW PD LAKEVIEW MONTCALM Mi5951700
124,INDEPENDENCE TOWNSHIP PD CLARKSTON OAKLAND MI6331400 *MSP POST 067 LAKEVIEW N/A Miss06700
124,© INKSTER PD INKSTER WAYNE 18249000 LAKEWOOD CLUB PD TWIN LAKE MUSKEGON MI6185400
124,IONIA PO 1ONIA 1ONIA MI3449100 LANSING COMMUNITY COLLEGE LANSING INGHAM MI3388600
124,iONIA REFORMATORY (ONIA N/A 13497900 DEPARTMENT OF
124,{ONIA TRAINING UNIT JONIA N/A MI3498000 LANSING PD LANSING INGHAM M1335 1900
124,1117
124,3-77
125,LAW ENFORCEMENT AGENCIES MICHIGAN
125,AGENCY ADDRESS COUNTY OR! AGENCY ADDRESS COUNTY ORI @
125,LANSING TOWNSHIP PD LANSING INGHAM MI3384300 MAPLE RAPIDS PD MAPLE RAPIDS CLINTON MI1955300
125,“CAPITAL REGION AIRPORT LANSING CLINTON Mi1989100 MARCELLUS PD MARCELLUS CASS MI1455400
125,AUTHORITY MARENISCO TOWNSHIP MARENISCO GOGEBIC Ml2755500
125,*DEPT OF LICENSING AND —_ LANSING N/A MI3397200 POLICEDEPARTMENT
125,REGDIVERSION INVEST UNIT MARINE CITY PD MARINE CITY ST. CLAIR MI7455600
125,*MICHIGAN PUBLIC SERVICE LANSING N/A MI3393000 *CHINA TOWNSHIP PD MARINE CITY ST. CLAIR 17487400
125,soriGan STATE ole LANSING N/A MI3300800 MARION PO MARION OSCEOLA Mi6758700
125,RECORDS SECTION MARLETTE PD MARLETTE SANILAC MI7655800
125,*MICH. DEPT. OF STATE LANSING N/A 3399500 MARQUETTE PD MARQUETTE MARQUETTE —_MIS255900
125,DRIVER SERVICES MARQUETTE PRISON MARQUETTE N/A Mi5297800
125,*MICH. DEPARTMENT OF LANSING N/A Mi3397700 MARQUETTE TWP. PD MARQUETTE TWP. MARQUETTE M15286100
125,CORRECTIONS *CHOCOLAY TWP PD MARQUETTE MARQUETTE MI5231200
125,“MICH. DEPT. OF STATE LANSING N/A MI3399600 *NORTHERN MICHIGAN MARQUETTE MARQUETTE MI5262300
125,VEHICLE SERVICE UNIVERSITY PD
125,*MICHIGAN DEPARTMENT OF LANSING N/A Mi2399500 *SHERIFF MARQUETTE MARQUETTE MI6215200
125,MOMGAN STEVE POLE LANSING N/A Mi3300600 MARSHALL PD MARSHALL CALHOUN M11986000
125,IDENTIFICATION SECTION *SHERIFF MARSHALL CALHOUN MI1311300
125,“MSP {ST DISTRICT LANSING WA wi3301000 MARTIN TOWNSHIP PD MARTIN ALLEGAN Ml0356100
125,HEADQUARTERS MARYSVILLE PD MARYSVILLE ST. CLAIR MI7456200
125,*MSP POST 16 STATE CAPITOL LANSING N/A MI3301600 MASON PD MASON INGHAM MI3356300
125,*MSP POST 11 LANSING N/A MI3301 100 *SHERIFF MASON INGHAM MI3313300
125,LAPEER PD LAPEER LAPEER M14452000 MATTAWAN PD MATTAWAN VAN BUREN MI8056400
125,LAPEER TWP. PD LAPEER LAPEER M14487600 MAYVILLE PD MAYVILLE TUSCOLA MI7956600 .
125,*SHERIFF LAPEER LAPEER MI4414400 MCBRIDE PD MCBRIDE GRATIOT Ml2956800
125,*MSP POST 38 LAPEER N/A Ml4403800 MCBRIDE PD STANTON MONTCALM MI5956800
125,LATHRUP VILLAGE PD LATHAUP VILLAGE OAKLAND MI6352100 MELVIN PD MELVIN SANILAC MI7657100
125,LAURIUM PD LAURIUM HOUGHTON MI3152200 MELVINDALE PD MELVINDALE WAYNE M18257200 ©
125,LAWRENCE PD LAWRENCE VAN BUREN Mi8052300 MEMPHIS PD MEMPHIS ST. CLAIR MI7457300
125,LAWTON PD LAWTON VAN BUREN Mi8052400 MENOMINEE PD MENOMINEE MENOMINEE MI5557500
125,LENNON PD LENNON SHIAWASSEE —MI7852600 *SHERIFF MENOMINEE MENOMINEE MI5515500
125,LEONARD-ADDISON TOWNSHIP LEONARD OAKLAND MI6352500 MERCY COLLEGE PD DETROIT WAYNE wi8288400
125,LESLIE PD LESLIE INGHAM Mi3352800 MERRILL PD MERRILL SAGINAW mI7357600
125,LEXINGTON PD LEXINGTON SANILAC Mi7653000 METAMORA PD METAMORA LAPEER MI4457800
125,LINCOLN PARK LINCOLN PARK WAYNE MI8253400 MICH. DEPARTMENT OF LANSING N/A MI3397700
125,LINCOLN PD LINCOLN ALCONA M10153300 CORRECTIONS
125,LINDEN LINDEN GENESEE M12553500 MICH. DEPT. OF NATURAL BARAGA N/A Ml0798100
125,LITCHFIELD PD LITCHFIELD HILLSDALE MI3053600 RESOURCES DIST. #1
125,LIVONIA PD LIVONIA WAYNE 18253800 MICH. DEPT. OF NATURAL CADILLAC N/A MI8398600
125,RESOURCES DIST.#6
125,LOWELL PD LOWELL KENT Mi4153900
